relation,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source
drug_drug,synergistic interaction,DB08960,drug,Hexamethonium,DrugBank,DB01381,drug,Ginkgo biloba,DrugBank
drug_drug,synergistic interaction,DB09007,drug,Chlorphenoxamine,DrugBank,DB01381,drug,Ginkgo biloba,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB01381,drug,Ginkgo biloba,DrugBank
drug_drug,synergistic interaction,DB15566,drug,Prednisolone acetate,DrugBank,DB01381,drug,Ginkgo biloba,DrugBank
drug_drug,synergistic interaction,DB00089,drug,Capromab pendetide,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB00278,drug,Argatroban,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB01124,drug,Tolbutamide,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB01270,drug,Ranibizumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB05304,drug,Girentuximab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB05889,drug,Inotuzumab ozogamicin,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB06049,drug,IPH 2101,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB06304,drug,BIIB015,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB06371,drug,Siplizumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB09289,drug,Tianeptine,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12142,drug,Duligotuzumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12169,drug,Tralokinumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12202,drug,Zalutumumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12396,drug,Fresolimumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12589,drug,Dacetuzumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB13886,drug,Human cytomegalovirus immune globulin,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB14485,drug,Zinc ascorbate,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB14905,drug,Emactuzumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB15354,drug,Evinacumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB15383,drug,Pidilizumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB15409,drug,Ladiratuzumab vedotin,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00278,drug,Argatroban,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00294,drug,Etonogestrel,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00396,drug,Progesterone,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00490,drug,Buspirone,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00515,drug,Cisplatin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00532,drug,Mephenytoin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00558,drug,Zanamivir,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00564,drug,Carbamazepine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00629,drug,Guanabenz,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00637,drug,Astemizole,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00760,drug,Meropenem,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00790,drug,Perindopril,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00804,drug,Dicyclomine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00812,drug,Phenylbutazone,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00876,drug,Eprosartan,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00918,drug,Almotriptan,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00935,drug,Oxymetazoline,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01087,drug,Primaquine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01098,drug,Rosuvastatin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01124,drug,Tolbutamide,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01184,drug,Domperidone,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01220,drug,Rifaximin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01241,drug,Gemfibrozil,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01261,drug,Sitagliptin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01347,drug,Saprisartan,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01381,drug,Ginkgo biloba,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01393,drug,Bezafibrate,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01415,drug,Ceftibuten,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01421,drug,Paromomycin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01558,drug,Bromazepam,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB01559,drug,Clotiazepam,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB03322,drug,Dexpropranolol,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB04729,drug,Gentamicin C1a,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB04911,drug,Oritavancin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB04930,drug,Permethrin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB05239,drug,Cobimetinib,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB06204,drug,Tapentadol,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB06414,drug,Etravirine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB06813,drug,Pralatrexate,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB08797,drug,Salicylamide,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB08862,drug,Cholecystokinin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB08906,drug,Fluticasone furoate,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB08950,drug,Indoramin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB08960,drug,Hexamethonium,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09090,drug,Pinaverium,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09106,drug,Hydroxyethyl Starch,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09163,drug,Technetium Tc-99m exametazime,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09241,drug,Methylene blue,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09285,drug,Morniflumate,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09289,drug,Tianeptine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09320,drug,Procaine benzylpenicillin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09329,drug,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB09407,drug,Magnesium chloride,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB11428,drug,Medetomidine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB11783,drug,Imidapril,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB11817,drug,Baricitinib,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB11919,drug,6-O-benzylguanine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB12319,drug,Benzbromarone,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB12615,drug,Plazomicin,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB13575,drug,Bietaserpine,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB13735,drug,Potassium Guaiacolsulfonate,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB13852,drug,Mefenorex,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB14526,drug,Chromic citrate,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB14754,drug,Solriamfetol,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB15566,drug,Prednisolone acetate,DrugBank,DB00586,drug,Diclofenac,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00278,drug,Argatroban,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00294,drug,Etonogestrel,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00367,drug,Levonorgestrel,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00396,drug,Progesterone,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00433,drug,Prochlorperazine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00490,drug,Buspirone,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00515,drug,Cisplatin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00532,drug,Mephenytoin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00558,drug,Zanamivir,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00564,drug,Carbamazepine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00586,drug,Diclofenac,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00629,drug,Guanabenz,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00637,drug,Astemizole,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00717,drug,Norethisterone,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00760,drug,Meropenem,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00790,drug,Perindopril,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00804,drug,Dicyclomine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00876,drug,Eprosartan,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00918,drug,Almotriptan,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00935,drug,Oxymetazoline,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01098,drug,Rosuvastatin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01124,drug,Tolbutamide,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01241,drug,Gemfibrozil,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01261,drug,Sitagliptin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01347,drug,Saprisartan,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01381,drug,Ginkgo biloba,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01415,drug,Ceftibuten,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01421,drug,Paromomycin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB01558,drug,Bromazepam,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB03322,drug,Dexpropranolol,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB04729,drug,Gentamicin C1a,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB04911,drug,Oritavancin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB04930,drug,Permethrin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB05239,drug,Cobimetinib,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB06204,drug,Tapentadol,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB06414,drug,Etravirine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB06813,drug,Pralatrexate,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB08797,drug,Salicylamide,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB08906,drug,Fluticasone furoate,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB08950,drug,Indoramin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB08960,drug,Hexamethonium,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09090,drug,Pinaverium,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09106,drug,Hydroxyethyl Starch,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09163,drug,Technetium Tc-99m exametazime,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09241,drug,Methylene blue,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09285,drug,Morniflumate,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09289,drug,Tianeptine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09320,drug,Procaine benzylpenicillin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09329,drug,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB09407,drug,Magnesium chloride,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB11428,drug,Medetomidine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB11783,drug,Imidapril,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB11817,drug,Baricitinib,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB11952,drug,Duvelisib,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB12319,drug,Benzbromarone,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB12615,drug,Plazomicin,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB13575,drug,Bietaserpine,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB13735,drug,Potassium Guaiacolsulfonate,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB13852,drug,Mefenorex,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB14526,drug,Chromic citrate,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB14754,drug,Solriamfetol,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB15566,drug,Prednisolone acetate,DrugBank,DB00812,drug,Phenylbutazone,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00278,drug,Argatroban,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00294,drug,Etonogestrel,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00490,drug,Buspirone,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00515,drug,Cisplatin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00558,drug,Zanamivir,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00564,drug,Carbamazepine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00586,drug,Diclofenac,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00629,drug,Guanabenz,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00760,drug,Meropenem,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00790,drug,Perindopril,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00804,drug,Dicyclomine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00812,drug,Phenylbutazone,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00876,drug,Eprosartan,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00918,drug,Almotriptan,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00935,drug,Oxymetazoline,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01124,drug,Tolbutamide,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01241,drug,Gemfibrozil,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01261,drug,Sitagliptin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01347,drug,Saprisartan,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01415,drug,Ceftibuten,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01421,drug,Paromomycin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01558,drug,Bromazepam,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB03322,drug,Dexpropranolol,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB04729,drug,Gentamicin C1a,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB04930,drug,Permethrin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB06813,drug,Pralatrexate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB08906,drug,Fluticasone furoate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB08950,drug,Indoramin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB08960,drug,Hexamethonium,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09090,drug,Pinaverium,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09106,drug,Hydroxyethyl Starch,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09163,drug,Technetium Tc-99m exametazime,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09241,drug,Methylene blue,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09285,drug,Morniflumate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09289,drug,Tianeptine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09320,drug,Procaine benzylpenicillin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09329,drug,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09407,drug,Magnesium chloride,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11428,drug,Medetomidine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11783,drug,Imidapril,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11817,drug,Baricitinib,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB12615,drug,Plazomicin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13575,drug,Bietaserpine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13735,drug,Potassium Guaiacolsulfonate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13852,drug,Mefenorex,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB14526,drug,Chromic citrate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB14754,drug,Solriamfetol,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB15566,drug,Prednisolone acetate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB09285,drug,Morniflumate,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB09285,drug,Morniflumate,DrugBank
drug_drug,synergistic interaction,DB00278,drug,Argatroban,DrugBank,DB09285,drug,Morniflumate,DrugBank
drug_drug,synergistic interaction,DB00294,drug,Etonogestrel,DrugBank,DB09285,drug,Morniflumate,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB09285,drug,Morniflumate,DrugBank
drug_drug,synergistic interaction,DB00490,drug,Buspirone,DrugBank,DB09285,drug,Morniflumate,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB09285,drug,Morniflumate,DrugBank
